Card Name,Set Name,Normal Price (USD),Foil Price (USD)
"Hokori, Dust Drinker",Betrayers of Kamigawa,1.47,3.75
Hold at Bay,Born of the Gods,0.02,0.25
Hold for Questioning,Jumpstart 2022,0.11,
Hold for Ransom,Streets of New Capenna,0.03,0.05
Holdout Settlement,Oath of the Gatewatch,0.16,3.28
Hold the Gates,Gatecrash,0.14,1.39
Hold the Line,Duel Decks: Speed vs. Cunning,0.21,
"Holga, Relentless Rager",Secret Lair Drop,8.01,11.19
Holistic Wisdom,Odyssey,2.49,26.12
Hollowborn Barghest,Shadowmoor,0.32,1.37
Hollow Dogs,Ninth Edition,0.15,
Hollowhead Sliver,Commander Masters,0.15,
Hollowhenge Beast,Dark Ascension,0.10,0.24
Hollowhenge Overlord,Crimson Vow Commander,5.25,
Hollowhenge Scavenger,Innistrad,0.02,0.20
Hollowhenge Spirit,Conspiracy: Take the Crown,0.04,0.69
Hollow Marauder,Outlaws of Thunder Junction,0.09,0.13
Hollow One,Hour of Devastation,0.85,1.43
Hollowsage,Shadowmoor,0.22,0.96
Hollow Scavenger // Bakery Raid,Wilds of Eldraine,0.01,0.04
Hollow Specter,Legions,0.40,5.82
Hollow Trees,Fifth Edition,1.12,
Hollow Warrior,Prophecy,0.30,1.01
Holy Armor,Fourth Edition,0.05,
Holy Avenger,Forgotten Realms Commander,0.32,
Holy Cow,Outlaws of Thunder Junction,0.08,0.13
Holy Day,Tenth Edition,0.42,5.67
Holy Justiciar,Avacyn Restored,0.09,0.23
Holy Light,Masters Edition,,
Holy Mantle,Gatecrash,0.24,2.77
Holy Strength,Magic 2011,0.08,0.15
Homarid,Fallen Empires,0.16,
Homarid Explorer,Dominaria,0.03,
Homarid Shaman,Fallen Empires,0.70,
Homarid Spawning Bed,Masters Edition,,
Homarid Warrior,Fifth Edition,0.09,
Homestead Courage,Innistrad: Midnight Hunt,0.05,0.22
Homeward Path,Commander 2016,15.31,
Homicidal Seclusion,Avacyn Restored,0.10,0.53
Homicide Investigator,Murders at Karlov Manor,0.09,0.11
Homing Lightning,Ravnica Remastered,0.03,0.04
Homing Sliver,Time Spiral Remastered,0.27,0.95
Homunculus Horde,Foundations,0.78,0.67
"Homura, Human Ascendant // Homura's Essence",Saviors of Kamigawa,3.85,16.48
Honden of Cleansing Fire,Eternal Masters,3.03,3.06
Honden of Infinite Rage,Eternal Masters,0.85,3.55
Honden of Life's Web,Eternal Masters,1.24,1.90
Honden of Night's Reach,Eternal Masters,2.27,3.49
Honden of Seeing Winds,Eternal Masters,1.23,3.22
Honed Khopesh,Amonkhet,0.07,0.37
Honest Rutstein,Outlaws of Thunder Junction,0.37,0.38
Honey Mammoth,Ikoria: Lair of Behemoths,0.04,0.17
Honeymoon Hearse,Innistrad: Crimson Vow,0.03,0.07
Honorable Passage,Time Spiral Timeshifted,0.18,1.99
Honorable Scout,Planeshift,0.37,0.60
Honored Crop-Captain,Amonkhet,0.13,0.96
Honored Dreyleader,Bloomburrow,0.19,0.15
Honored Heirloom,Innistrad: Crimson Vow,0.13,0.18
Honored Hierarch,Magic Origins,0.20,0.25
Honored Hydra,Amonkhet,0.28,0.59
Honor Guard,Tenth Edition,0.06,
Honor of the Pure,Magic 2012,0.56,8.29
Honor's Reward,Fate Reforged,0.03,0.30
Honor the Fallen,Mercadian Masques,0.90,11.99
Honor the God-Pharaoh,War of the Spark,0.05,0.47
Honor Troll,Strixhaven: School of Mages,0.04,0.11
Honor-Worn Shaku,Commander Masters,0.19,
Hooded Assassin,Fate Reforged,0.03,0.31
Hooded Blightfang,Core Set 2021,0.47,0.51
Hooded Brawler,Amonkhet,0.05,0.13
Hooded Horror,Commander 2013,0.08,
Hooded Hydra,Murders at Karlov Manor Commander,0.41,
Hooded Kavu,Invasion,0.14,0.31
Hoodwink,Mercadian Masques,0.29,7.30
Hoofprints of the Stag,New Capenna Commander,0.07,
Hoof Skulkin,Eventide,0.14,0.86
Hookblade,Assassin's Creed,0.02,0.06
Hookblade Veteran,Assassin's Creed,0.09,
Hookhand Mariner // Riphook Raider,Innistrad: Crimson Vow,0.01,0.07
Hooting Mandrills,Ultimate Masters,0.08,0.64
Hope Against Hope,Shadows over Innistrad,0.06,0.19
Hope and Glory,Urza's Legacy,0.20,1.59
Hope Charm,Visions,0.09,
Hope-Ender Coatl,Modern Horizons 3,0.08,0.12
Hopeful Eidolon,Theros,0.08,0.34
Hopeful Initiate,Innistrad: Crimson Vow,0.70,0.98
Hopeful Vigil,Wilds of Eldraine,0.04,0.04
Hopeless Nightmare,Wilds of Eldraine,0.17,0.23
Hope of Ghirapur,Aether Revolt,1.20,6.13
Hope Tender,Hour of Devastation,0.09,2.28
Hopping Automaton,Urza's Saga,0.25,
Hop to It,Bloomburrow,0.18,0.19
Horde Ambusher,Khans of Tarkir,0.08,0.47
Hordeling Outburst,Masters 25,0.46,0.51
Horde of Boggarts,Shadowmoor,0.31,1.34
Horde of Notions,Modern Masters 2015,1.50,4.91
Hordewing Skaab,Midnight Hunt Commander,2.75,
Horizon Canopy,Iconic Masters,3.52,7.64
Horizon Chimera,Commander 2016,0.14,
Horizon Drake,Worldwake,0.06,
Horizon of Progress,Modern Horizons 3 Commander,4.10,
Horizon Scholar,Commander Legends,0.03,0.04
Horizon Seed,Champions of Kamigawa,0.15,0.49
Horizon Seeker,Kaldheim,0.02,0.07
Horizon Spellbomb,Scars of Mirrodin,0.08,0.34
Horizon Stone,Commander Legends,0.72,1.20
Hormagaunt Horde,"Warhammer 40,000 Commander",0.26,
Hornbash Mentor,Ikoria: Lair of Behemoths,0.10,0.20
Horncaller's Chant,Ravnica Remastered,0.02,0.04
Horned Cheetah,Invasion,0.19,0.15
Horned Helm,Fifth Dawn,0.14,0.77
Horned Kavu,Planeshift,0.21,4.06
Horned Loch-Whale // Lagoon Breach,Wilds of Eldraine,0.13,0.22
Horned Sliver,Tempest Remastered,,
Horned Stoneseeker,The Brothers' War,0.02,0.10
Horned Troll,Eighth Edition,0.02,
Horned Turtle,Tempest Remastered,,
Hornet Cannon,Duel Decks: Phyrexia vs. the Coalition,0.09,
Hornet Cobra,Legends,0.27,
Hornet Harasser,Lorwyn,0.08,0.42
Hornet Nest,Commander 2021,2.53,
Hornet Queen,Duskmourn: House of Horror Commander,0.16,
Hornet Sting,Magic 2011,0.07,0.75
Horn of Deafening,Masters Edition IV,,
Horn of Gondor,The Lord of the Rings: Tales of Middle-earth,2.03,2.50
Horn of Greed,Conspiracy: Take the Crown,18.94,39.75
Horn of Plenty,Mercadian Masques,0.38,8.46
Horn of Ramos,Mercadian Masques,0.59,15.17
Horn of the Mark,The Lord of the Rings: Tales of Middle-earth,0.30,0.32
Horn of Valhalla // Ysgard's Call,Commander Legends: Battle for Baldur's Gate,0.25,0.34
Hornswoggle,Rivals of Ixalan,0.21,1.23
"Horobi, Death's Wail",Champions of Kamigawa,1.24,14.16
Horobi's Whisper,Modern Masters,0.12,0.29
Horrible Hordes,Mirage,0.21,
Horribly Awry,Battle for Zendikar,0.06,1.02
Horrid Shadowspinner,Modern Horizons 3,0.08,0.07
Horrid Vigor,Duskmourn: House of Horror,0.04,0.07
Horrific Assault,Modern Horizons 3,0.03,0.09
Horrifying Revelation,Mirrodin Besieged,0.09,0.37
Horror of Horrors,Ninth Edition,0.20,
Horror of the Broken Lands,Masters 25,0.08,0.40
Horror of the Dim,Gatecrash,0.04,0.24
Horseshoe Crab,Dominaria Remastered,0.03,0.05
Horses of the Bruinen,The Lord of the Rings: Tales of Middle-earth,0.03,0.10
Hostage Taker,Outlaws of Thunder Junction Commander,0.16,
Hostile Desert,Murders at Karlov Manor Commander,0.12,
Hostile Hostel // Creeping Inn,Innistrad: Midnight Hunt,0.49,1.08
Hostile Investigator,The Big Score,2.71,4.06
Hostile Minotaur,Core Set 2020,0.12,
Hostile Negotiations,The Brothers' War,0.25,0.31
Hostile Realm,Morningtide,0.06,
Hostile Takeover,Streets of New Capenna,0.09,0.08
Hostility,Commander Anthology Volume II,0.20,
Hotfoot Gnome,The Lost Caverns of Ixalan,0.07,0.04
Hotheaded Giant,Eventide,0.08,0.33
Hot Pursuit,Murders at Karlov Manor Commander,0.17,
Hotshot Investigators,Murders at Karlov Manor,0.02,0.02
Hotshot Mechanic,Kamigawa: Neon Dynasty,0.10,0.21
Hot Soup,Magic 2015,0.28,6.47
Hot Springs,Ice Age,0.62,
Hound of Griselbrand,Avacyn Restored,0.27,0.66
Hound of the Farbogs,Shadows over Innistrad,0.02,0.30
Hound Tamer // Untamed Pup,Innistrad: Midnight Hunt,0.15,0.23
Hourglass of the Lost,Modern Horizons 3 Commander,0.63,
Hour of Devastation,Hour of Devastation,0.39,1.61
Hour of Eternity,Midnight Hunt Commander,0.10,
Hour of Glory,Hour of Devastation,0.14,0.59
Hour of Need,Journey into Nyx,0.07,0.36
Hour of Promise,Outlaws of Thunder Junction Commander,0.10,
Hour of Reckoning,March of the Machine Commander,0.17,
Hour of Revelation,Zendikar Rising Commander,0.59,
House Cartographer,Duskmourn: House of Horror,0.08,0.10
House Guildmage,Guilds of Ravnica,0.07,0.25
Hover Barrier,Return to Ravnica,0.47,3.53
Hoverguard Observer,Darksteel,0.15,0.21
Hoverguard Sweepers,Commander 2014,0.18,
Hovermyr,New Phyrexia,0.23,7.98
Hoverstone Pilgrim,The Lost Caverns of Ixalan,0.03,0.04
Howl from Beyond,Dominaria Remastered,0.02,0.06
Howlgeist,Avacyn Restored,0.07,0.51
Howling Banshee,Duel Decks Anthology: Garruk vs. Liliana,0.21,
Howling Fury,Starter 1999,0.33,
Howling Gale,Odyssey,0.19,0.61
Howling Galefang,Wilds of Eldraine,0.02,0.04
Howling Giant,Core Set 2020,0.04,0.29
Howling Golem,Commander Legends,0.04,0.20
Howling Mine,Commander 2016,3.43,
Howling Moon,Innistrad: Crimson Vow,0.73,1.20
Howling Wolf,Conspiracy,0.13,0.47
Howl of the Horde,Khans of Tarkir,0.23,2.67
Howl of the Hunt,Innistrad: Midnight Hunt,0.04,0.08
Howl of the Night Pack,Magic 2014,0.15,0.62
Howlpack Piper // Wildsong Howler,Innistrad: Crimson Vow,0.46,0.56
Howlpack Resurgence,Shadows over Innistrad,0.44,4.13
Howlpack Wolf,Shadows over Innistrad,0.04,0.09
Howltooth Hollow,Lorwyn,0.49,4.51
"Huang Zhong, Shu General",Portal Three Kingdoms,67.99,
"Huatli, Dinosaur Knight",Ixalan,,3.28
"Huatli, Poet of Unity // Roar of the Fifth People",The Lost Caverns of Ixalan,0.68,0.85
"Huatli, Radiant Champion",Rivals of Ixalan,3.94,15.06
Huatli's Final Strike,The Lost Caverns of Ixalan,0.02,0.06
Huatli's Raptor,War of the Spark,0.14,0.99
Huatli's Snubhorn,Ixalan,0.16,
Huatli's Spurring,Ixalan,0.11,
"Huatli, the Sun's Heart",War of the Spark,0.25,0.62
"Huatli, Warrior Poet",Ixalan,3.66,17.09
"Hua Tuo, Honored Physician",Commander 2013,0.79,
Hubris,Journey into Nyx,0.07,0.29
Huddle Up,Battlebond,0.06,0.30
"Hugs, Grisly Guardian",Bloomburrow,1.69,1.47
Hulking Bugbear,Adventures in the Forgotten Realms,0.03,0.07
Hulking Cyclops,Eighth Edition,0.11,
Hulking Devil,Shadows over Innistrad,0.03,0.22
Hulking Goblin,Vintage Masters,,
Hulking Metamorph,The Brothers' War,0.13,0.19
Hulking Ogre,Starter 1999,0.29,
Hulking Raptor,The Lost Caverns of Ixalan,1.38,1.78
Hull Breach,Commander 2013,0.81,
Hullbreaker Horror,Commander Legends: Battle for Baldur's Gate,4.54,
Human Frailty,Duel Decks: Blessed vs. Cursed,0.12,
Humble,Eternal Masters,0.05,0.20
Humble Budoka,Champions of Kamigawa,0.14,0.33
Humble Defector,Outlaws of Thunder Junction Commander,0.06,
Humble Naturalist,Ikoria: Lair of Behemoths,0.02,0.18
Humbler of Mortals,Journey into Nyx,0.07,0.33
Humble the Brute,Shadows over Innistrad,0.02,0.20
Humiliate,Strixhaven: School of Mages,0.07,0.19
Humility,Tempest Remastered,,
Hum of the Radix,Mirrodin,0.67,8.02
Humongulus,Ravnica Allegiance,0.02,0.10
Hunding Gjornersen,Masters Edition III,,
Hundred-Handed One,Conspiracy: Take the Crown,0.20,0.73
Hundred-Talon Kami,Champions of Kamigawa,0.10,0.28
Hundred-Talon Strike,Betrayers of Kamigawa,0.12,0.35
Hundroog,Legions,0.06,0.28
Hungering Hydra,Commander 2020,2.79,
Hungering Yeti,Fate Reforged,0.02,0.22
Hunger of the Howlpack,Conspiracy,0.13,0.69
Hunger of the Nim,Darksteel,0.12,0.41
Hungry Flames,Jumpstart,0.07,
Hungry for More,Innistrad: Midnight Hunt,0.05,0.12
Hungry Ghoul,Foundations,0.04,0.10
Hungry Lynx,Commander 2017,2.43,
Hungry Megasloth,Foundations Jumpstart,0.19,
Hungry Mist,Masters Edition,,
Hungry Ridgewolf,Innistrad: Crimson Vow,0.01,0.08
Hungry Spriggan,Modern Masters 2017,0.10,0.17
Hunt Down,Lorwyn,0.12,0.10
Hunted Bonebrute,Murders at Karlov Manor,0.17,0.18
Hunted by The Family,Doctor Who,0.10,0.30
Hunted Dragon,Commander Anthology Volume II,0.58,
Hunted Ghoul,Avacyn Restored,0.06,0.47
Hunted Horror,Commander Legends: Battle for Baldur's Gate,2.09,
Hunted Lammasu,Commander 2021,0.06,
Hunted Nightmare,Ikoria: Lair of Behemoths,0.09,0.16
Hunted Phantasm,Ravnica: City of Guilds,2.03,12.00
Hunted Troll,Commander 2013,1.00,
Hunted Witness,Guilds of Ravnica,0.09,1.28
Hunted Wumpus,Battlebond,0.16,0.90
Hunter of Eyeblights,Lorwyn,0.17,1.25
Hunter's Ambush,Magic 2015,0.06,0.21
Hunter's Blowgun,The Lost Caverns of Ixalan,0.06,0.13
Hunter's Bow,Assassin's Creed,0.21,0.20
Hunter's Edge,Core Set 2021,0.02,0.07
Hunters' Feast,Magic 2011,0.05,0.42
Hunter's Insight,Commander Masters,0.22,0.33
Hunter Sliver,Legions,0.54,11.46
Hunter's Mark,Adventures in the Forgotten Realms,0.04,0.05
Hunter's Prowess,Commander 2017,0.32,
Hunter's Talent,Bloomburrow,0.25,0.47
Hunt for Specimens,Strixhaven: School of Mages,0.05,0.15
Hunting Cheetah,Masters Edition III,,
Hunting Drake,Planeshift,0.10,0.49
Hunting Grounds,Dominaria Remastered,0.92,1.05
Hunting Kavu,Invasion,0.16,0.67
Hunting Moa,Archenemy,0.22,
Hunting Pack,Modern Horizons 2,0.02,0.12
Hunting Triad,Commander Anthology,0.31,
Hunting Velociraptor,Jurassic World Collection,21.38,24.04
Hunting Wilds,Commander 2018,0.75,
Huntmaster Liger,Ikoria: Lair of Behemoths,0.06,0.13
Huntmaster of the Fells // Ravager of the Fells,Innistrad Remastered,,
Hunt the Hunter,Theros,0.08,0.47
Hunt the Weak,Rivals of Ixalan,0.05,0.23
"Hurkyl, Master Wizard",The Brothers' War,0.13,0.24
Hurkyl's Final Meditation,The Brothers' War,0.10,0.15
Hurkyl's Recall,Modern Masters 2015,1.08,10.27
Hurler Cyclops,Dominaria United,0.02,0.03
Hurl into History,The Lost Caverns of Ixalan,0.04,0.09
Hurloon Battle Hymn,Dominaria United,0.03,0.08
Hurloon Minotaur,Masters Edition III,,
Hurloon Shaman,Weatherlight,0.30,
Hurl Through Hell,Forgotten Realms Commander,2.06,
Hurly-Burly,Conspiracy: Take the Crown,0.04,
Hurricane,Tenth Edition,0.44,9.96
Hurr Jackal,Fourth Edition,0.29,
Hurska Sweet-Tooth,Foundations Jumpstart,8.19,
Hush,Urza's Saga,0.20,
Hushbringer,Throne of Eldraine,0.47,1.23
Hushwing Gryff,Commander 2016,0.45,
Hushwood Verge,Duskmourn: House of Horror,3.88,4.17
Huskburster Swarm,Bloomburrow,0.13,0.18
Hussar Patrol,Duel Decks: Speed vs. Cunning,0.08,
Hustle // Bustle,Murders at Karlov Manor,0.01,0.04
Hyalopterous Lemure,Dominaria Remastered,0.02,0.06
Hydra Broodmaster,Commander 2021,0.22,
Hydra Omnivore,Duskmourn: House of Horror Commander,0.50,
Hydra's Growth,Theros Beyond Death,2.20,1.79
Hydra Trainer,Modern Horizons 3,0.10,0.15
Hydroblast,Eternal Masters,2.03,19.00
Hydroelectric Specimen // Hydroelectric Laboratory,Modern Horizons 3,2.40,3.45
Hydroform,Gatecrash,0.02,0.25
Hydroid Krasis,Ravnica: Clue Edition,0.27,
Hydrolash,Game Night,0.06,
Hydromorph Guardian,Torment,0.13,0.40
Hydromorph Gull,Torment,0.22,0.69
Hydrosurge,Magic 2015,0.13,0.11
Hyena Pack,Amonkhet,0.03,0.17
Hyena Umbra,Double Masters 2022,0.24,0.32
Hylda of the Icy Crown,Wilds of Eldraine,0.59,1.08
Hylda's Crown of Winter,Wilds of Eldraine,0.26,0.28
Hymn of Rebirth,Masters Edition,,
Hymn to Tourach,Eternal Masters,0.46,1.96
Hypergenesis,Time Spiral Remastered,0.64,3.13
Hyperion Blacksmith,Legends,2.30,
Hypersonic Dragon,Ravnica: Clue Edition,0.14,
Hypervolt Grasp,Guildpact,0.20,0.48
Hypnotic Cloud,Duel Decks: Jace vs. Vraska,0.20,
Hypnotic Grifter,Streets of New Capenna,0.02,0.07
Hypnotic Siren,Journey into Nyx,0.28,1.86
Hypnotic Specter,Magic 2010,0.79,7.38
Hypnotic Sprite // Mesmeric Glare,Throne of Eldraine,0.08,0.25
Hypnox,Torment,1.37,40.77
Hypochondria,Torment,0.15,0.72
Hypothesizzle,Guilds of Ravnica,0.02,0.24
Hyrax Tower Scout,Theros Beyond Death,0.07,0.29
Hysterical Blindness,Innistrad,0.02,0.24
Hystrodon,Onslaught,0.89,14.73
Hythonia the Cruel,Theros,0.29,1.57
Ian Chesterton,Doctor Who,0.11,1.14
"Ian Malcolm, Chaotician",Jurassic World Collection,2.72,3.80
Ian the Reckless,Fallout,0.05,0.46
"Ib Halfheart, Goblin Tactician",Duel Decks Anthology: Elves vs. Goblins,0.88,
Icatian Crier,Ultimate Masters,0.05,0.09
Icatian Infantry,Fallen Empires,0.22,
Icatian Javelineers,Dominaria Remastered,0.02,0.01
Icatian Lieutenant,Masters Edition,,
Icatian Moneychanger,Fallen Empires,0.19,
Icatian Phalanx,Masters Edition II,,
Icatian Priest,Duel Decks Anthology: Divine vs. Demonic,0.09,
Icatian Scout,Masters Edition II,,
Icatian Skirmishers,Fallen Empires,0.78,
Icatian Store,Fifth Edition,0.82,
Icatian Town,Masters Edition,,
Iceberg,Masters Edition II,,
Iceberg Cancrix,Modern Horizons,0.11,0.93
Icebind Pillar,Kaldheim,0.07,0.32
Icebreaker Kraken,Kaldheim,0.18,0.34
Ice Cage,Magic 2012,0.09,0.27
Ice Cauldron,Masters Edition IV,,
Ice Cave,Apocalypse,0.43,10.03
Icefall,Coldsnap,0.21,1.78
Icefall Regent,Archenemy: Nicol Bolas,0.58,
Ice-Fang Coatl,Modern Horizons,0.96,1.76
Icefeather Aven,Commander 2019,0.08,
Ice Floe,Masters Edition II,,
Icehide Golem,Modern Horizons,0.07,0.87
Icehide Troll,Kaldheim,0.04,0.07
Ice Out,Wilds of Eldraine,0.03,0.08
Ice Over,Aether Revolt,0.03,0.23
Icequake,Masters Edition II,,
Ice Storm,Masters Edition,,
Ice Tunnel,Kaldheim,0.24,0.69
Icewind Elemental,Foundations,0.02,0.03
Icewind Stalwart,Commander Legends: Battle for Baldur's Gate,0.01,0.10
Icewrought Sentry,Wilds of Eldraine,0.04,0.06
Ichneumon Druid,Legends,3.94,
Ichorclaw Myr,Scars of Mirrodin,0.81,10.77
Ichor Drinker,March of the Machine,0.04,0.09
Ichor Elixir,March of the Machine Commander,0.06,
Ichor Explosion,New Phyrexia,0.13,
Ichorid,Eternal Masters,0.60,2.14
Ichormoon Gauntlet,Phyrexia: All Will Be One,5.48,6.47
Ichorplate Golem,Phyrexia: All Will Be One,0.02,0.07
Ichor Rats,Scars of Mirrodin,1.42,14.24
Ichor Shade,March of the Machine,0.03,0.07
Ichor Slick,Dominaria Remastered,0.03,0.06
Ichorspit Basilisk,Phyrexia: All Will Be One,0.05,0.13
Ichor Synthesizer,Phyrexia: All Will Be One,0.02,0.04
Ichor Wellspring,Commander 2021,0.43,
"Ich-Tekik, Salvage Splicer",Commander Legends,0.13,0.34
Ichthyomorphosis,Theros Beyond Death,0.07,0.19
"Icingdeath, Frost Tyrant",Adventures in the Forgotten Realms,0.78,1.05
Icon of Ancestry,The Lost Caverns of Ixalan Commander,0.45,
Icy Blast,Khans of Tarkir,0.46,2.01
Icy Manipulator,Dominaria Remastered,0.09,0.13
Icy Prison,Masters Edition II,,
Ideas Unbound,Saviors of Kamigawa,2.29,8.44
Identity Crisis,Alara Reborn,0.22,1.22
Identity Thief,New Capenna Commander,0.07,
Idle Thoughts,Eventide,0.19,0.54
Idolized,Fallout,1.09,7.08
Idol of Endurance,Core Set 2021,0.11,0.18
Idol of False Gods,Modern Horizons 3,0.19,0.26
Idol of Oblivion,Outlaws of Thunder Junction Commander,0.56,
Idol of the Deep King // Sovereign's Macuahuitl,The Lost Caverns of Ixalan,0.03,0.03
"Idris, Soul of the TARDIS",Doctor Who,0.09,0.25
Idyllic Beachfront,Dominaria United,0.24,0.31
Idyllic Grange,Throne of Eldraine,0.18,1.23
Idyllic Tutor,Theros Beyond Death,6.74,7.59
Ifh-Bíff Efreet,Masters Edition,,
Ifnir Deadlands,Hour of Devastation,0.27,1.21
Igneous Cur,Core Set 2021,0.06,0.24
Igneous Elemental,Modern Horizons,0.02,0.07
Igneous Golem,Mirage,0.20,
Igneous Inspiration,Strixhaven: School of Mages,0.06,0.05
Igneous Pouncer,Duel Decks: Ajani vs. Nicol Bolas,0.22,
Ignite Disorder,Magic 2010,0.04,
Ignite Memories,Time Spiral,0.44,15.97
Ignite the Beacon,War of the Spark,0.20,0.82
Ignite the Future,Commander Legends: Battle for Baldur's Gate,0.21,
Ignition Team,Conspiracy,0.24,0.56
Ignoble Hierarch,Modern Horizons 2,1.20,4.66
Ignoble Soldier,Mercadian Masques,0.12,0.39
Ignorant Bliss,Dissension,0.21,2.98
Ihsan's Shade,Masters 25,0.21,0.11
Iizuka the Ruthless,Saviors of Kamigawa,1.43,7.92
Ikiral Outrider,Rise of the Eldrazi,0.11,0.30
"Ikra Shidiqi, the Usurper",Commander Anthology Volume II,,3.46
"Ilharg, the Raze-Boar",Ravnica Remastered,3.10,3.67
Ill-Gotten Gains,Conspiracy,0.47,3.38
Ill-Gotten Inheritance,Ravnica Remastered,0.04,0.13
Illicit Auction,Classic Sixth Edition,2.23,
Illicit Masquerade,Murders at Karlov Manor,0.10,0.14
Illicit Shipment,Streets of New Capenna,0.05,0.16
Illithid Harvester // Plant Tadpoles,Commander Legends: Battle for Baldur's Gate,0.23,0.27
Illness in the Ranks,Gatecrash,0.17,1.51
Ill-Tempered Cyclops,Conspiracy: Take the Crown,0.02,0.20
Ill-Tempered Loner // Howlpack Avenger,Innistrad: Crimson Vow,0.39,3.53
Ill-Timed Explosion,Murders at Karlov Manor,0.16,0.24
Illuminate,Apocalypse,0.15,1.76
Illuminated Folio,Shadowmoor,0.14,0.35
Illuminated Wings,Urza's Destiny,0.11,0.82
Illuminate History,Strixhaven: School of Mages,0.07,0.12
Illumination,Mirage,0.81,
Illuminator Virtuoso,Streets of New Capenna,0.07,0.18
Illuminor Szeras,"Warhammer 40,000 Commander",2.07,
"Illuna, Apex of Wishes",Dominaria United Commander,0.22,
Illusionary Armor,Magic 2014,0.07,0.47
Illusionary Forces,Masters Edition,,
Illusionary Informant,Conspiracy: Take the Crown,0.04,0.26
Illusionary Mask,Masters Edition III,,
Illusionary Presence,Ice Age,0.62,
Illusionary Servant,Magic 2010,0.07,
Illusionary Terrain,Ice Age,0.20,
Illusionary Wall,Masters Edition,,
Illusionist's Bracers,Ravnica Remastered,5.37,4.96
Illusionist's Gambit,Commander 2013,0.60,
Illusionist's Stratagem,Aether Revolt,0.24,2.03
Illusion of Choice,Conspiracy: Take the Crown,1.26,13.93
Illusion // Reality,Dominaria Remastered,0.03,0.02
Illusions of Grandeur,Masters Edition,,
Illusory Ambusher,Commander 2020,0.09,
Illusory Angel,Iconic Masters,0.10,0.27
